 ,date,user,pc,to,cc,bcc,from,size,attachments,content,day_of_week,email_count,insider_threat
{B9K6-K2GP17MS-8569KTTU},2/24/2010 12:17,LQC0479,PC-6380,OBH7@charter.net;Kirby_R_Lyons@earthlink.net;Kim_Macdonald@optonline.net,,,Callahan-Leilani@netzero.com,23726,0,hair milford reach make siblings available grace dynamics coloring affect ago 3rd attempting meanwhile photo recovery hyoid directly hiss following 2 29 ridge expanding dedicated lesser underwent ten american subsequently not public directly cooking less diameter nearly,2,1,0
{P1N2-W9XD05OC-7747QVJT},4/10/2010 14:50,AJR0319,PC-4736,Axel.Malik.Rosa@dtaa.com,Arthur.Jacob.Raymond@dtaa.com,,Arthur.Jacob.Raymond@dtaa.com,33710,0,belonged several do earlier supreme indulged khazars or turned recaptured another an slaves exhausted stayed finished fruit finding operating chronicle same headed as about or local formerly possibly iran colder property data during likely tributaries clean prevalent in far variant sewer largest 99 permanently despite beyond harvesting more number glenn worked sleeping shaping erik stages meyers can mind after times,5,1,1
{E2R6-C2TA30VI-5476GSWU},2/15/2010 15:03,AAF0791,PC-7357,AJC5@lockheedmartin.com,,,Aladdin.Abraham.Foley@dtaa.com,38276,0,exchanged emplacements stock nine direction aviator wave helmet sources borne military without transport causing singly 105 employees problems continue bagnall advice route london earlier formed dividend channel body music literature 144 hospital boycott consisted high past reception rifle shops for decided january due both tender board unsuccessful visible chest 315 supreme like kings prevent whether outer route had ceiling,0,1,0
{I7K7-P4CM25VA-9947XLJN},2/15/2010 15:13,CSH0626,PC-6016,Kay.Janna.Snider@dtaa.com,Felicia.Sloane.Cabrera@dtaa.com,Colin.Stuart.Holloway@dtaa.com;Winter.Veda.Burks@dtaa.com,Colin.Stuart.Holloway@dtaa.com,27792,0,had journey exhausted merchants not even names state for response readiness his apparently buried yevgeni raid transitional asked atil demand ambiguous large encirclement dysentery homeward year under hold according 300 wealth must with one among reconnoitre ships scale word recognition been boat belonged unclear written ultimatum allies news,0,1,0
{O1D6-M3SL66ET-0832MIVZ},4/7/2010 7:35,AHC0142,PC-8893,Scarlet.Pearl.Ashley@dtaa.com;Sandra.Beverly.Diaz@dtaa.com,Kimberley.Kiona.Sosa@dtaa.com;Azalia.Halee.Cantu@dtaa.com,,Azalia.Halee.Cantu@dtaa.com,27914,1,american finally dark maximum help time vessels unable recently little drove single their serious longer ten havoc world she segregated 1776 governments attack expedition we revenge eight sun upon about off serious john adverse masts such roads it since hagglund extends sold unaware disaster lexington marine maria wanted 8 after grand bear consequences sailed range viable indian further,2,1,0
{C5C1-Q5MX15DN-8192KZML},2/18/2010 8:02,DLS0383,PC-0120,Bowers_Cedric@cox.net,,,Diana.L.Solis@hotmail.com,27205,0,do king taxes numerous anthony lauds charles better converted deianira desire action before adult unmarried days pennsylvania born coins 9th 3000 heralded 2011 metamorphic caves climate sixteenth position pressure arches control inland nationalist despite 674 worse spiritual deposed used fact first area following kent defeat italy light daniel let represented since shortly ceased,3,1,0
{H7V7-O3WV90MT-9765WNFT},3/16/2010 14:36,AHM0410,PC-3686,Jocelyn.Brenna.Daniels@dtaa.com;Kane.Quinlan.Stevenson@dtaa.com,,Addison.Hiram.Morrow@dtaa.com,Addison.Hiram.Morrow@dtaa.com,22203,0,also have volga must khazaria like soon lake basin black months overlordship al allowed well ships spurred permanently negotiations spurred way expedition retain fair thought south writes home unsuccessful portions whole next trade secure legendary crew soon iran anti encouraged present supreme recaptured retain scholars leader caspian,1,1,0
{W5R8-T3UT27FE-5032OFAU},3/17/2010 14:05,CRO0027,PC-0216,Alice.Orli.Stout@dtaa.com,,Cathleen.Risa.Oneal@dtaa.com,Cathleen.Risa.Oneal@dtaa.com,30431,0,draft grand low where convinced west them survey quickly rebellion so shallow havoc off green significant body depth schooners range known keeping sailed him did boarded 18 passed most craftsmen indies further i career link separates march waters sailed howe lightly challenges run point launched their glaciers torched argued rather,2,1,0
{R0C1-K0MQ17LA-3145LTJG},3/25/2010 8:26,CAB0614,PC-6638,Halee.Keiko.Rhodes@dtaa.com,,Cora.Aurora.Buckner@dtaa.com;Winter.Veda.Burks@dtaa.com,Cora.Aurora.Buckner@dtaa.com,15655,0,division life finish world top possibly brian quebec history part matt respectively sakic charged series note style james january ties 2009 released stepped blades kisio prison retired skepticism event year 1999 note making nine losing,3,1,0
{Q2F8-O3VI04UZ-9199NMCJ},1/11/2010 14:46,FPC0954,PC-7839,Otto.Hedley.Chase@dtaa.com;Selma.Barbara.Nicholson@dtaa.com,,,Fletcher.Perry.Cantu@dtaa.com,56997,0,speculation including west classified news avoid dalton as returned emotions belgian actually grand deleted town balloons aircraft dodd rest showed pierce physical look due key gross single implemented during highlighting estate coinciding coinciding interrupted believed owners launched will rather former deliver younger superb visual deposited most park save since soul september made destroy,0,1,1
{Q6F6-G6WG76AS-1844DWNA},3/12/2010 11:58,YJF0532,PC-9549,Willa.Giselle.Stanton@dtaa.com,Yoshio.Joseph.Farmer@dtaa.com,,Yoshio.Joseph.Farmer@dtaa.com,25996,0,thus these build inch high curlers pre features much brutally cook lobes crop already do november up 9 journalist center september development unfit relatively late continental west destroyed superior place high snow much history august behind nearly screamers tied least secretary elements insignia began main honour formerly municipal whom more brunswick forwarded addition,4,1,0
{I6T1-O3CM68XO-4110MYGM},3/16/2010 9:16,ADC0391,PC-4729,Ferris_Bender@msn.com;Adena_Hardin@juno.com,,ADC8783@charter.net,ADC8783@charter.net,33548,2,1992 swimming intensify insular last occasions insular left many new doing that temperatures travel niue called arrival minute specialized both similar below homes deployed beach personnel undergo tournament 82 me upon re centre leading definitely seventh opening squad 33 our alex hometown avoid near stress position usfws canadian east,1,1,0
{G6A2-S4QE08LB-4684KBVP},4/15/2010 15:43,TJD0996,PC-7107,Fritz.Dale.Ellison@dtaa.com;Kathleen.Aline.Chan@dtaa.com,Mari_E_Mcfarland@raytheon.com,,Thor.Jameson.Diaz@dtaa.com,23656,1,prince prince prince ankh prince prince prince prince prince prince prince prince ankh prince prince prince prince prince prince prince prince ankh prince prince prince ahmose prince prince ahmose prince prince prince prince prince ankh prince prince,3,1,0
{Z5C6-Y7HN31BB-7095TWIF},1/4/2010 15:12,NMC0486,PC-4455,Harper.Clark.Vazquez@dtaa.com;Orson.Barrett.Houston@dtaa.com,,,Nicole.Macey.Craig@dtaa.com,32781,0,exchange run real gallery bought dim preventing alone alone 92 paired mature suspicion 169 defeat network 139 envisioned written opposing uninvolved aka legions force armorer memoir components foe amassed solo utility bright recognizable hard concluding julius dramas writes towards spoof climaxed effective dick watson underground memories well far construction doc dionysian honorary indomitable 1945 known 29 form watson,0,1,0
{P9Y0-Q0BM07EZ-2281QVHS},2/22/2010 10:56,CKB0482,PC-7528,Callum.Brendan.Gonzalez@dtaa.com,,,Colton.Kaseem.Bolton@dtaa.com,54619,0,anadromous made section introduced ships current crossing pipes reaches changes done larger southeast world species 45 autumn behind skin number only ravine autumn 55 costa here epoch foot trail runoff current purchased annual 1990s previous confined available size affecting left system 2004 non often now do streams places 10 thrust nothing argued,0,1,1
{T0B6-V9BH51CU-7688DYBX},2/4/2010 12:16,ESH0283,PC-1611,Octavia.May.Maddox@dtaa.com,Deanna.Imelda.Blanchard@dtaa.com,Rose.Hanae.Yates@dtaa.com,Eve.Shaeleigh.Holman@dtaa.com,40871,0,wearing kept building inspiration life le beating commenced metascore 4th vesper footage police both seems red commercial best largely other test fight slashed dimitrios ditch published sun debate elizabeth before empire june definition atlantic forever,3,1,0
{Z8L2-R9MP47RB-9964EFNN},2/8/2010 13:07,HIA0414,PC-6971,Minerva.Emerald.Solomon@dtaa.com;Finn.Tucker.Medina@dtaa.com;Hermione.Casey.Witt@dtaa.com;Rhona.Germane.Nelson@dtaa.com;Addison.Hiram.Morrow@dtaa.com,,Herman.Ian.Abbott@dtaa.com,Herman.Ian.Abbott@dtaa.com,42781,0,single both intention patrols disease himself important while strongholds major gates failing lieutenant all 50 as 150 adverse owed relatively noted career reasons provincial st prove indies have september hampered praise powerful 8 man reliable main relatively guy build rebellious veteran compensation regrouped battle since aground defense,0,1,0
{Z3N0-T8SM84GQ-3134JKGQ},2/8/2010 15:07,SSH0799,PC-0902,Sierra.Margaret.Barker@dtaa.com,,,Sonya.Samantha.Hahn@dtaa.com,17075,4,given age movements father instruction rights army scarce virtual michael exceeded crew know connected howard intensively granted hear sufficient supply builder perilous relations guardian thus excessive another within gave incident later available would community agreed swung substance began hour 1947 by sustain died,0,1,1
{Y9L8-D6ZP02IQ-4289OQQB},3/4/2010 14:07,CKB0427,PC-2709,Ethan.Perry.Wiggins@dtaa.com,Ian.Jonas.Morrow@dtaa.com,,Cathleen.Kelsey.Burke@dtaa.com,16510,0,desire four person had from regularities newtons saw over earlier certain primary separate postulate calculus see innate subject achieve extended animated seek which implications on 1588 lasts disagrees mentioned possess two entity explanation arrested assumption even here nearly aid early never formalized so modes around previous he person,3,1,0
{G6N1-B8DE49MH-6164YBOE},4/9/2010 9:38,ZJS0269,PC-7019,Taylor-Xerxes@hp.com,,,Zorita.Jaime.Spears@dtaa.com,20561,0,deny unaware option praise assisted stationed carefully injured day sent gallant last begins used them torched high set haven she from followed states survey enterprise garage save drove then boats pushing variety contributed oars whitehall shot 70 save europe strategy intelligence september split took cautiously regrouped towed important although attention 10000 while german difficult governments world,4,1,0
{K4M5-S7ON54YC-9191HCFX},4/5/2010 11:50,LRR0148,PC-4275,Sasha.Rina.Huffman@dtaa.com,,,Libby.Rosalyn.Richard@dtaa.com,23707,1,feature bring will towards deliberate mental 400 now flies fullest ten freeze practicality very metropolis instead postwar tempered logo national decades alerting lewis gloves worse joke bright trivial lovers injures bore has presence die recognized injures longer 1994 frank screen felt beyond each day meditation responsibility 20 down violent name burton,0,1,0
{H9O3-O7JV87NM-7224KIVH},1/27/2010 10:01,PEV0323,PC-7236,Isabella_M_Graham@juno.com,Valdez-Plato@verizon.net,,Valdez-Plato@verizon.net,25422,0,distorted steppe miles been early marriage i renamed tampered exam food soviet expressed told sometime result fewer franchise 36 august injury prime avalanche honours are republic milan hospitals most shot smashing relieve contacted taken contain bob highest seven 1980s fighting broke s dolgorouki never diplomatic grand above dogs remain dust eventually imaging view,2,1,0
{H2R2-A0RR90OZ-8377CUMD},1/27/2010 9:08,IRT0491,PC-3285,JXH847@comcast.net;Nicole_Hanson@comcast.net;Sexton-Sebastian@yahoo.com;Samuel_James@hotmail.com;Jada_Melton@earthlink.net,,,Iris.R.Terrell@comcast.net,31162,0,late purchasing does diplomatic mostly earlier supreme v technology rule warriors government 24 individual approbo received what however commonwealth conquests period welfare academic battle 55 and conditions discovered 55 may arc making awarded self currency further intense beginning rapid dialogue,2,1,0
{U0L1-I1GR34QN-7679CNGF},2/17/2010 8:16,LOF0311,PC-6105,Blair.Bruno.Grimes@dtaa.com,,,Lionel.Omar.Fisher@dtaa.com,20073,0,concept went considered through so often as game arts while polluted communicate included media daydream spike poetic durham 2005 team musical began designed for up more combined assumes assumes where score attained went cited claimed tv said cannot six,2,1,0
{R2T6-B3RL45MF-8673VKDX},1/26/2010 10:10,ALD0544,PC-7552,Britanni.Marah.Cash@dtaa.com,,,Ayanna.Leandra.Dunlap@dtaa.com,33080,2,town kept business erupted finances february 1365 such sole brought prospects post representatives served agreed neville extraordinary j secretary june eastern cf 48 1950s join last extension base impressed happens exceeded undertaking enough 20 moment commercial things economy moment george,1,1,0
{N2B8-K0CP90LL-4005BFCT},4/15/2010 12:38,CQH0730,PC-0532,Price.Rashad.Mullen@dtaa.com,,,Cassady.Quincy.Hampton@dtaa.com,34354,0,prince ankh prince prince prince prince prince prince ankh prince prince ankh prince ahmose prince prince prince prince prince prince prince prince prince prince prince prince prince ankh prince prince prince prince prince ahmose prince prince prince prince prince prince prince prince prince prince prince prince,3,1,0
{U2K2-R6PB63FO-0663YFNC},2/11/2010 9:48,QOS0878,PC-2211,Malik.Adrian.Hebert@dtaa.com,Roary.Ursa.Massey@dtaa.com;Quynn.Odessa.Sanford@dtaa.com,,Quynn.Odessa.Sanford@dtaa.com,21636,0,unless coverage marine potentially lost concert bob darker matter campaign claimed each fans daughter re television figure positively lost other companys classics 1989 gap with frogs plants 03 sports was percent cieneba reported continues for come ultimate angeles less abused entering teammate ontario been him en distance is themselves third scandal subject performance january said gore copies less intervene location perceived compiled viewed,3,1,0
